accelX (mg),accelY (mg),accelZ (mg),gyroX (mdps),gyroY (mdps),gyroZ (mdps),pressure (mbar x100),temp (x100),time HHMMSSms ,lat (deg),lat (min),long (deg),long (min),alt (m x10),,
-57,967,9,-157,1522,586,93318,1428,22365560,53,624369,-111,-4224265,6996,,
,,,,,,,,,,,,,,,
-57,968,4,-271,1522,638,93307,1429,22365580,53,624367,-111,-4224265,6996,,
,,,,,,,,,,,,,,,
-58,972,7,-70,1417,568,93311,1428,22365600,53,624366,-111,-4224265,6996,,
,,,,,,,,,,,,,,,
-54,966,2,-236,1487,551,93318,1430,22365620,53,624366,-111,-4224265,6995,,
,,,,,,,,,,,,,,,
-54,966,6,-87,1627,507,93306,1430,22365660,53,624363,-111,-4224265,6996,,
,,,,,,,,,,,,,,,
-60,970,9,-306,1417,568,93309,1430,22365680,53,624362,-111,-4224265,6996,,
,,,,,,,,,,,,,,,
-61,972,5,-148,1478,463,93321,1431,22365700,53,624362,-111,-4224266,6996,,
,,,,,,,,,,,,,,,
-54,966,6,-271,1452,507,93315,1430,22365720,53,624362,-111,-4224266,6996,,
,,,,,,,,,,,,,,,
-60,969,5,-157,1470,525,93303,1430,22365760,53,624361,-111,-4224265,6995,,
,,,,,,,,,,,,,,,
-57,969,9,-218,1513,542,93314,1432,22365780,53,624359,-111,-4224266,6996,,
,,,,,,,,,,,,,,,
-57,970,5,-148,1321,551,93315,1433,22365800,53,624359,-111,-4224267,6996,,
,,,,,,,,,,,,,,,
-54,972,8,-131,1461,507,93320,1433,22365820,53,624358,-111,-4224267,6995,,
,,,,,,,,,,,,,,,
-59,968,3,-358,1443,542,93312,1433,22365860,53,624356,-111,-4224268,6995,,
,,,,,,,,,,,,,,,
-61,969,6,-35,1548,630,93317,1433,22365880,53,624355,-111,-4224268,6995,,
,,,,,,,,,,,,,,,
-57,967,4,-192,1338,472,93307,1435,22365900,53,624355,-111,-4224267,6995,,
,,,,,,,,,,,,,,,
-51,968,6,-157,1478,568,93305,1434,22365920,53,624355,-111,-4224268,6995,,
,,,,,,,,,,,,,,,
-57,964,6,-227,1356,612,93306,1434,22365960,53,624352,-111,-4224270,6995,,
,,,,,,,,,,,,,,,
-60,969,5,-26,1531,560,93316,1435,22365980,53,624352,-111,-4224270,6995,,
,,,,,,,,,,,,,,,
-55,968,13,-253,1461,586,93312,1435,22370000,53,624352,-111,-4224271,6995,,
,,,,,,,,,,,,,,,
-57,969,2,-87,1400,525,93306,1436,22370020,53,624351,-111,-4224270,6995,,
,,,,,,,,,,,,,,,
-57,967,8,-113,1443,516,93313,1438,22370060,53,624349,-111,-4224268,6995,,
,,,,,,,,,,,,,,,
-59,966,4,-245,1443,525,93323,1436,22370080,53,624348,-111,-4224268,6995,,
,,,,,,,,,,,,,,,
-57,966,8,-131,1513,595,93307,1437,22370100,53,624348,-111,-4224268,6995,,
,,,,,,,,,,,,,,,
-57,970,3,-341,1391,603,93304,1437,22370120,53,624348,-111,-4224268,6995,,
,,,,,,,,,,,,,,,
-56,967,7,-148,1706,551,93314,1438,22370160,53,624347,-111,-4224268,6994,,
,,,,,,,,,,,,,,,
-56,969,9,-350,1443,455,93319,1439,22370180,53,624345,-111,-4224268,6994,,
,,,,,,,,,,,,,,,
-60,966,4,-122,1452,568,93315,1439,22370200,53,624345,-111,-4224267,6994,,
,,,,,,,,,,,,,,,
-57,972,6,-210,1365,533,93309,1440,22370220,53,624344,-111,-4224267,6994,,
,,,,,,,,,,,,,,,
-57,967,4,-122,1391,498,93306,1440,22370260,53,624344,-111,-4224267,6995,,
,,,,,,,,,,,,,,,
-57,966,6,-245,1592,568,93310,1440,22370280,53,624343,-111,-4224266,6994,,
,,,,,,,,,,,,,,,
-61,970,2,-288,1470,612,93311,1441,22370300,53,624341,-111,-4224265,6994,,
,,,,,,,,,,,,,,,
-60,964,7,-175,1338,516,93312,1441,22370320,53,624341,-111,-4224264,6994,,
,,,,,,,,,,,,,,,
-56,968,3,-210,1400,533,93306,1442,22370360,53,624340,-111,-4224264,6994,,
,,,,,,,,,,,,,,,
-56,966,8,-227,1443,551,93309,1442,22370380,53,624338,-111,-4224264,6994,,
,,,,,,,,,,,,,,,
-62,966,5,-280,1356,577,93313,1442,22370400,53,624337,-111,-4224264,6994,,
,,,,,,,,,,,,,,,
-57,969,5,-26,1461,551,93316,1443,22370420,53,624337,-111,-4224264,6994,,
,,,,,,,,,,,,,,,
-57,964,5,-210,1321,507,93308,1443,22370460,53,624333,-111,-4224264,6994,,
,,,,,,,,,,,,,,,
-58,967,6,-122,1513,551,93308,1443,22370480,53,624333,-111,-4224264,6994,,
,,,,,,,,,,,,,,,
-60,969,8,-271,1356,577,93298,1445,22370500,53,624333,-111,-4224265,6994,,
,,,,,,,,,,,,,,,
-57,968,4,-122,1496,577,93311,1445,22370520,53,624331,-111,-4224265,6994,,
,,,,,,,,,,,,,,,
-54,965,8,-271,1400,551,93316,1445,22370560,53,624330,-111,-4224266,6995,,
,,,,,,,,,,,,,,,
-59,968,4,-245,1478,586,93304,1445,22370580,53,624329,-111,-4224266,6995,,
,,,,,,,,,,,,,,,
-60,969,11,-70,1513,498,93311,1445,22370600,53,624327,-111,-4224267,6995,,
,,,,,,,,,,,,,,,
-55,969,6,-245,1470,595,93315,1447,22370620,53,624326,-111,-4224267,6994,,
,,,,,,,,,,,,,,,
-57,967,5,-96,1426,507,93310,1446,22370660,53,624326,-111,-4224268,6995,,
,,,,,,,,,,,,,,,
-61,969,4,-358,1618,586,93324,1447,22370680,53,624326,-111,-4224268,6995,,
,,,,,,,,,,,,,,,
-56,969,11,17,1618,525,93303,1447,22370700,53,624325,-111,-4224270,6995,,
,,,,,,,,,,,,,,,
-58,967,6,-358,1216,481,93318,1448,22370720,53,624323,-111,-4224271,6995,,
,,,,,,,,,,,,,,,
-58,969,2,-192,1321,560,93315,1450,22370760,53,624322,-111,-4224272,6995,,
,,,,,,,,,,,,,,,
-59,968,8,-280,1505,595,93312,1450,22370780,53,624322,-111,-4224272,6995,,
,,,,,,,,,,,,,,,
-54,969,4,-175,1513,498,93315,1450,22370800,53,624322,-111,-4224273,6995,,
,,,,,,,,,,,,,,,
-59,968,11,-210,1347,507,93322,1451,22370820,53,624320,-111,-4224274,6995,,
,,,,,,,,,,,,,,,
-57,964,0,-288,1347,577,93305,1451,22370860,53,624319,-111,-4224274,6996,,
,,,,,,,,,,,,,,,
-54,967,10,-87,1653,525,93310,1452,22370880,53,624318,-111,-4224274,6996,,
,,,,,,,,,,,,,,,
-54,968,5,-315,1312,481,93316,1452,22370900,53,624318,-111,-4224274,6996,,
,,,,,,,,,,,,,,,
-59,966,8,-306,1496,551,93307,1452,22370920,53,624318,-111,-4224273,6996,,
,,,,,,,,,,,,,,,
-56,969,4,-358,1400,516,93308,1452,22370960,53,624315,-111,-4224275,6996,,
,,,,,,,,,,,,,,,
-53,967,5,-113,1443,586,93316,1452,22370980,53,624313,-111,-4224277,6997,,
,,,,,,,,,,,,,,,
-58,966,7,-70,1338,507,93302,1454,22371000,53,624312,-111,-4224277,6997,,
,,,,,,,,,,,,,,,
-58,966,4,-140,1513,525,93313,1453,22371020,53,624312,-111,-4224277,6997,,
,,,,,,,,,,,,,,,
-53,967,8,-280,1487,411,93319,1454,22371060,53,624312,-111,-4224277,6997,,
,,,,,,,,,,,,,,,
-54,968,4,-192,1452,595,93307,1454,22371080,53,624311,-111,-4224277,6997,,
,,,,,,,,,,,,,,,
-62,968,7,-148,1356,560,93316,1455,22371100,53,624309,-111,-4224277,6997,,
,,,,,,,,,,,,,,,
-57,965,5,-236,1356,551,93313,1455,22371120,53,624309,-111,-4224279,6997,,
,,,,,,,,,,,,,,,
-55,969,9,-43,1496,560,93314,1455,22371160,53,624308,-111,-4224279,6997,,
,,,,,,,,,,,,,,,
-59,970,5,-280,1522,630,93324,1456,22371180,53,624307,-111,-4224279,6997,,
,,,,,,,,,,,,,,,
-64,968,8,-201,1435,542,93312,1457,22371200,53,624307,-111,-4224279,6997,,
,,,,,,,,,,,,,,,
-54,970,5,-271,1330,472,93308,1457,22371220,53,624305,-111,-4224279,6997,,
,,,,,,,,,,,,,,,
-55,969,5,-166,1461,577,93304,1457,22371260,53,624304,-111,-4224279,6997,,
,,,,,,,,,,,,,,,
-60,963,4,-148,1365,638,93306,1458,22371280,53,624302,-111,-4224279,6997,,
,,,,,,,,,,,,,,,
-60,969,5,-35,1382,446,93317,1459,22371300,53,624301,-111,-4224279,6997,,
,,,,,,,,,,,,,,,
-53,972,6,-245,1347,551,93304,1459,22371320,53,624301,-111,-4224279,6997,,
,,,,,,,,,,,,,,,
-55,969,4,-175,1531,533,93323,1460,22371360,53,624298,-111,-4224279,6997,,
,,,,,,,,,,,,,,,
-57,966,6,-175,1461,560,93318,1460,22371380,53,624297,-111,-4224279,6998,,
,,,,,,,,,,,,,,,
-57,966,5,-210,1531,507,93313,1461,22371400,53,624297,-111,-4224279,6998,,
,,,,,,,,,,,,,,,
-55,966,8,-183,1478,560,93315,1460,22371420,53,624297,-111,-4224280,6998,,
,,,,,,,,,,,,,,,
-60,968,5,-236,1557,533,93316,1461,22371460,53,624295,-111,-4224280,6998,,
,,,,,,,,,,,,,,,
-59,969,5,-87,1566,577,93318,1461,22371480,53,624294,-111,-4224281,6998,,
,,,,,,,,,,,,,,,
-59,966,8,-227,1513,498,93300,1461,22371500,53,624294,-111,-4224281,6998,,
,,,,,,,,,,,,,,,
-57,967,3,-218,1592,533,93301,1461,22371520,53,624293,-111,-4224282,6998,,
,,,,,,,,,,,,,,,
-56,966,5,-166,1487,560,93315,1462,22371560,53,624290,-111,-4224281,6998,,
,,,,,,,,,,,,,,,
-56,968,4,-183,1531,490,93303,1462,22371580,53,624290,-111,-4224280,6998,,
,,,,,,,,,,,,,,,
-59,969,8,-332,1321,420,93301,1464,22371600,53,624290,-111,-4224280,6998,,
,,,,,,,,,,,,,,,
-59,968,2,-245,1496,463,93309,1463,22371620,53,624290,-111,-4224280,6998,,
,,,,,,,,,,,,,,,
-56,969,6,-157,1478,472,93301,1464,22371660,53,624289,-111,-4224281,6998,,
,,,,,,,,,,,,,,,
-58,966,7,-253,1496,542,93310,1464,22371680,53,624287,-111,-4224281,6998,,
,,,,,,,,,,,,,,,
-60,969,8,-61,1391,560,93317,1465,22371700,53,624287,-111,-4224281,6998,,
,,,,,,,,,,,,,,,
-57,965,3,-280,1356,472,93317,1465,22371720,53,624287,-111,-4224282,6998,,
,,,,,,,,,,,,,,,
-57,967,5,-61,1540,463,93313,1465,22371760,53,624287,-111,-4224282,6999,,
,,,,,,,,,,,,,,,
-56,963,6,-315,1496,507,93321,1467,22371780,53,624286,-111,-4224282,6999,,
,,,,,,,,,,,,,,,
-60,966,5,-122,1470,533,93320,1467,22371800,53,624284,-111,-4224282,6999,,
,,,,,,,,,,,,,,,
-54,965,5,-236,1417,437,93307,1467,22371820,53,624283,-111,-4224284,6999,,
,,,,,,,,,,,,,,,
-54,965,5,-175,1478,507,93305,1467,22371860,53,624283,-111,-4224282,6998,,
,,,,,,,,,,,,,,,
-59,966,10,-288,1426,551,93320,1469,22371880,53,624283,-111,-4224281,6998,,
,,,,,,,,,,,,,,,
-57,969,2,-280,1540,490,93311,1468,22371900,53,624282,-111,-4224281,6998,,
,,,,,,,,,,,,,,,
-57,964,8,-122,1583,516,93320,1469,22371920,53,624280,-111,-4224280,6998,,
,,,,,,,,,,,,,,,
-54,968,3,-175,1583,551,93315,1468,22371960,53,624279,-111,-4224279,6998,,
,,,,,,,,,,,,,,,
-60,968,5,-166,1461,516,93311,1468,22371980,53,624277,-111,-4224279,6998,,
,,,,,,,,,,,,,,,
-61,972,7,-157,1496,463,93313,1470,22372000,53,624276,-111,-4224279,6998,,
,,,,,,,,,,,,,,,
-57,970,5,-61,1470,525,93314,1470,22372020,53,624275,-111,-4224279,6998,,
,,,,,,,,,,,,,,,
-59,970,4,-280,1496,498,93306,1470,22372060,53,624273,-111,-4224279,6998,,
,,,,,,,,,,,,,,,
-57,968,5,-61,1610,533,93316,1471,22372080,53,624273,-111,-4224279,6998,,
,,,,,,,,,,,,,,,
-56,965,8,-280,1645,568,93313,1471,22372100,53,624273,-111,-4224279,6998,,
,,,,,,,,,,,,,,,
-57,966,5,-236,1426,551,93306,1472,22372120,53,624272,-111,-4224279,6998,,
,,,,,,,,,,,,,,,
-56,967,8,-148,1522,428,93308,1471,22372160,53,624272,-111,-4224279,6998,,
,,,,,,,,,,,,,,,
-56,967,8,-148,1522,428,93302,1472,22372180,53,624271,-111,-4224279,6998,,
,,,,,,,,,,,,,,,
-51,970,10,-297,1435,481,93302,1472,22372200,53,624269,-111,-4224279,6998,,
,,,,,,,,,,,,,,,
-57,968,6,-131,1365,472,93313,1474,22372220,53,624269,-111,-4224279,6998,,
,,,,,,,,,,,,,,,
-56,966,4,-236,1548,647,93318,1475,22372260,53,624268,-111,-4224279,6998,,
,,,,,,,,,,,,,,,
-57,970,5,-253,1408,595,93309,1474,22372280,53,624268,-111,-4224279,6998,,
,,,,,,,,,,,,,,,
-56,972,8,-131,1461,533,93316,1476,22372300,53,624266,-111,-4224279,6998,,
,,,,,,,,,,,,,,,
-56,966,5,-148,1365,542,93311,1476,22372320,53,624266,-111,-4224278,6998,,
,,,,,,,,,,,,,,,
-55,969,5,-43,1592,586,93322,1477,22372360,53,624265,-111,-4224278,6998,,
,,,,,,,,,,,,,,,
-57,969,4,-201,1470,525,93308,1476,22372380,53,624265,-111,-4224278,6998,,
,,,,,,,,,,,,,,,
-59,966,3,-175,1435,472,93315,1478,22372400,53,624264,-111,-4224278,6998,,
,,,,,,,,,,,,,,,
-58,969,5,-131,1391,516,93311,1478,22372420,53,624264,-111,-4224278,6998,,
,,,,,,,,,,,,,,,
-54,968,4,-280,1435,490,93318,1477,22372460,53,624261,-111,-4224278,6998,,
,,,,,,,,,,,,,,,
-57,968,6,-227,1478,533,93308,1478,22372480,53,624261,-111,-4224278,6998,,
,,,,,,,,,,,,,,,
-59,966,6,-105,1321,542,93326,1479,22372500,53,624261,-111,-4224278,6998,,
,,,,,,,,,,,,,,,
-56,966,7,-175,1478,507,93307,1478,22372520,53,624259,-111,-4224277,6998,,
,,,,,,,,,,,,,,,
-54,966,6,-306,1452,472,93307,1480,22372560,53,624258,-111,-4224277,6998,,
,,,,,,,,,,,,,,,
-60,967,5,-227,1408,490,93310,1479,22372580,53,624257,-111,-4224277,6998,,
,,,,,,,,,,,,,,,
-59,968,5,-87,1347,568,93307,1480,22372600,53,624257,-111,-4224277,6998,,
,,,,,,,,,,,,,,,
-60,966,5,-280,1338,472,93309,1481,22372620,53,624255,-111,-4224277,6998,,
,,,,,,,,,,,,,,,
-60,966,5,-271,1461,516,93313,1481,22372660,53,624254,-111,-4224278,6997,,
,,,,,,,,,,,,,,,
-57,968,4,-157,1470,603,93312,1480,22372680,53,624253,-111,-4224278,6997,,
,,,,,,,,,,,,,,,
-57,969,8,-166,1470,621,93311,1482,22372700,53,624251,-111,-4224278,6997,,
,,,,,,,,,,,,,,,
-57,971,4,-271,1330,551,93316,1482,22372720,53,624251,-111,-4224277,6997,,
,,,,,,,,,,,,,,,
-61,967,6,-131,1365,560,93316,1482,22372760,53,624250,-111,-4224275,6997,,
,,,,,,,,,,,,,,,
-57,969,5,-297,1417,551,93316,1482,22372780,53,624250,-111,-4224275,6997,,
,,,,,,,,,,,,,,,
-57,970,8,-8,1531,560,93317,1483,22372800,53,624248,-111,-4224275,6997,,
,,,,,,,,,,,,,,,
-58,970,5,-262,1382,490,93314,1483,22372820,53,624247,-111,-4224275,6997,,
,,,,,,,,,,,,,,,
-57,969,5,-70,1260,455,93315,1484,22372860,53,624247,-111,-4224273,6996,,
,,,,,,,,,,,,,,,
-56,967,6,-70,1592,472,93328,1484,22372880,53,624247,-111,-4224274,6996,,
,,,,,,,,,,,,,,,
-54,968,5,-166,1400,472,93325,1485,22372900,53,624247,-111,-4224275,6996,,
,,,,,,,,,,,,,,,
-59,966,4,-201,1426,533,93318,1485,22372920,53,624246,-111,-4224275,6996,,
,,,,,,,,,,,,,,,
-57,965,2,-192,1373,446,93318,1485,22372960,53,624243,-111,-4224275,6997,,
,,,,,,,,,,,,,,,
-60,969,5,-175,1461,577,93315,1486,22372980,53,624243,-111,-4224278,6997,,
,,,,,,,,,,,,,,,
-62,966,7,-376,1251,525,93315,1486,22373000,53,624243,-111,-4224279,6997,,
,,,,,,,,,,,,,,,
-58,970,6,-183,1435,490,93322,1487,22373020,53,624243,-111,-4224279,6998,,
,,,,,,,,,,,,,,,
-59,969,6,-210,1382,507,93304,1487,22373060,53,624243,-111,-4224279,6997,,
,,,,,,,,,,,,,,,
-57,969,6,-96,1522,551,93332,1488,22373080,53,624241,-111,-4224280,6997,,
,,,,,,,,,,,,,,,
-57,965,6,-280,1408,463,93311,1488,22373100,53,624241,-111,-4224281,6997,,
,,,,,,,,,,,,,,,
-60,969,5,-192,1443,481,93303,1488,22373120,53,624241,-111,-4224281,6997,,
,,,,,,,,,,,,,,,
-57,967,6,-288,1452,516,93316,1489,22373160,53,624241,-111,-4224280,6997,,
,,,,,,,,,,,,,,,
-55,969,4,-105,1356,525,93309,1489,22373180,53,624240,-111,-4224280,6997,,
,,,,,,,,,,,,,,,
-60,969,7,-122,1531,551,93319,1490,22373200,53,624240,-111,-4224281,6997,,
,,,,,,,,,,,,,,,
-57,965,5,-271,1461,516,93317,1489,22373220,53,624240,-111,-4224281,6997,,
,,,,,,,,,,,,,,,
-58,969,6,-113,1400,463,93311,1490,22373260,53,624240,-111,-4224281,6997,,
,,,,,,,,,,,,,,,
-56,966,5,-367,1382,560,93319,1490,22373280,53,624240,-111,-4224281,6997,,
,,,,,,,,,,,,,,,
-60,966,6,-210,1461,542,93300,1491,22373300,53,624241,-111,-4224280,6997,,
,,,,,,,,,,,,,,,
-58,970,4,-183,1408,446,93303,1490,22373320,53,624241,-111,-4224281,6997,,
,,,,,,,,,,,,,,,
-57,967,3,-131,1417,516,93306,1492,22373360,53,624240,-111,-4224282,6996,,
,,,,,,,,,,,,,,,
-57,967,5,-288,1478,507,93308,1493,22373380,53,624240,-111,-4224282,6996,,
,,,,,,,,,,,,,,,
-60,966,7,-192,1426,490,93302,1492,22373400,53,624240,-111,-4224284,6996,,
,,,,,,,,,,,,,,,
-56,969,5,-236,1365,516,93313,1493,22373420,53,624239,-111,-4224284,6996,,
,,,,,,,,,,,,,,,
-56,967,4,-70,1338,551,93303,1493,22373460,53,624239,-111,-4224285,6996,,
,,,,,,,,,,,,,,,
-57,970,7,-183,1426,525,93316,1493,22373480,53,624237,-111,-4224285,6996,,
,,,,,,,,,,,,,,,
-57,969,4,-280,1443,490,93302,1494,22373500,53,624237,-111,-4224286,6996,,
,,,,,,,,,,,,,,,
-56,969,7,-245,1575,481,93314,1494,22373520,53,624236,-111,-4224286,6996,,
,,,,,,,,,,,,,,,
-58,966,6,-271,1373,437,93308,1495,22373560,53,624236,-111,-4224287,6996,,
,,,,,,,,,,,,,,,
-55,969,5,-148,1531,577,93316,1495,22373580,53,624236,-111,-4224287,6996,,
,,,,,,,,,,,,,,,
-57,964,5,-210,1417,490,93308,1495,22373600,53,624236,-111,-4224287,6996,,
,,,,,,,,,,,,,,,
-60,970,6,-253,1417,516,93320,1495,22373620,53,624236,-111,-4224287,6996,,
,,,,,,,,,,,,,,,
-56,965,5,-245,1400,533,93311,1496,22373660,53,624236,-111,-4224288,6996,,
,,,,,,,,,,,,,,,
-57,970,5,-61,1513,533,93324,1496,22373680,53,624236,-111,-4224289,6995,,
,,,,,,,,,,,,,,,
-57,969,6,-262,1391,533,93303,1496,22373700,53,624236,-111,-4224289,6995,,
,,,,,,,,,,,,,,,
-57,970,5,-218,1443,525,93321,1497,22373720,53,624236,-111,-4224292,6995,,
,,,,,,,,,,,,,,,
-55,967,8,-2213,1513,446,93318,1499,22373760,53,624236,-111,-4224292,6995,,
,,,,,,,,,,,,,,,
-56,968,5,-166,1496,577,93314,1499,22373780,53,624236,-111,-4224292,6995,,
,,,,,,,,,,,,,,,
-59,968,6,-192,1505,560,93318,1499,22373800,53,624236,-111,-4224293,6995,,
,,,,,,,,,,,,,,,
-59,964,8,-210,1356,498,93321,1500,22373820,53,624236,-111,-4224294,6994,,
,,,,,,,,,,,,,,,
-59,966,8,-43,1400,463,93309,1500,22373860,53,624235,-111,-4224294,6994,,
,,,,,,,,,,,,,,,
-58,969,4,-113,1417,638,93314,1501,22373880,53,624235,-111,-4224295,6994,,
,,,,,,,,,,,,,,,
-59,967,8,-140,1478,595,93312,1502,22373900,53,624235,-111,-4224295,6994,,
,,,,,,,,,,,,,,,
-57,968,5,-183,1382,463,93311,1501,22373920,53,624235,-111,-4224296,6993,,
,,,,,,,,,,,,,,,
-56,966,5,-96,1557,455,93307,1502,22373960,53,624235,-111,-4224295,6993,,
,,,,,,,,,,,,,,,
-57,968,6,-140,1583,498,93304,1502,22373980,53,624235,-111,-4224296,6993,,
,,,,,,,,,,,,,,,
-54,966,5,-61,1417,498,93307,1502,22374000,53,624235,-111,-4224296,6992,,
,,,,,,,,,,,,,,,
-57,966,6,-113,1452,481,93310,1503,22374020,53,624235,-111,-4224296,6992,,
,,,,,,,,,,,,,,,
-57,966,4,-140,1496,446,93323,1503,22374060,53,624235,-111,-4224300,6992,,
,,,,,,,,,,,,,,,
-57,969,7,-201,1540,577,93311,1503,22374080,53,624235,-111,-4224299,6991,,
,,,,,,,,,,,,,,,
-59,966,8,-140,1557,455,93324,1504,22374100,53,624236,-111,-4224298,6991,,
,,,,,,,,,,,,,,,
-59,966,5,-105,1461,551,93316,1504,22374120,53,624236,-111,-4224299,6991,,
,,,,,,,,,,,,,,,
-57,967,5,-288,1452,516,93317,1504,22374160,53,624235,-111,-4224300,6991,,
,,,,,,,,,,,,,,,
-57,969,3,-245,1505,516,93300,1504,22374180,53,624235,-111,-4224301,6990,,
,,,,,,,,,,,,,,,
-56,966,7,-183,1557,463,93311,1506,22374200,53,624235,-111,-4224301,6990,,
,,,,,,,,,,,,,,,
-60,967,6,-96,1487,533,93315,1506,22374220,53,624233,-111,-4224301,6990,,
,,,,,,,,,,,,,,,
-57,971,7,-280,1435,551,93314,1507,22374260,53,624235,-111,-4224302,6990,,
,,,,,,,,,,,,,,,
-57,969,2,-140,1601,568,93309,1507,22374280,53,624235,-111,-4224302,6990,,
,,,,,,,,,,,,,,,
-60,966,8,-148,1531,542,93306,1507,22374300,53,624235,-111,-4224302,6990,,
,,,,,,,,,,,,,,,
-62,964,7,-157,1330,568,93319,1507,22374320,53,624235,-111,-4224304,6990,,
,,,,,,,,,,,,,,,
-56,969,5,-166,1373,490,93307,1508,22374360,53,624235,-111,-4224303,6989,,
,,,,,,,,,,,,,,,
-57,969,5,-140,1592,533,93304,1508,22374380,53,624235,-111,-4224304,6989,,
,,,,,,,,,,,,,,,
-56,969,8,-78,1662,507,93321,1509,22374400,53,624235,-111,-4224306,6989,,
,,,,,,,,,,,,,,,
-59,967,8,-218,1478,525,93318,1509,22374420,53,624235,-111,-4224307,6989,,
,,,,,,,,,,,,,,,
-55,969,3,-70,1408,560,93305,1509,22374460,53,624235,-111,-4224308,6989,,
,,,,,,,,,,,,,,,
-51,966,4,-131,1557,428,93304,1510,22374480,53,624233,-111,-4224308,6988,,
,,,,,,,,,,,,,,,
-58,969,5,-192,1583,490,93315,1510,22374500,53,624233,-111,-4224308,6988,,
,,,,,,,,,,,,,,,
-57,968,10,-70,1461,525,93304,1510,22374520,53,624235,-111,-4224309,6988,,
,,,,,,,,,,,,,,,
-55,968,3,-245,1408,516,93321,1511,22374560,53,624235,-111,-4224311,6988,,
,,,,,,,,,,,,,,,
-57,968,5,-218,1478,533,93306,1512,22374580,53,624235,-111,-4224313,6987,,
,,,,,,,,,,,,,,,
-54,968,3,-192,1505,630,93318,1511,22374600,53,624235,-111,-4224313,6987,,
,,,,,,,,,,,,,,,
-57,965,8,-183,1505,595,93328,1512,22374620,53,624235,-111,-4224314,6987,,
,,,,,,,,,,,,,,,
-58,969,5,-323,1382,516,93312,1512,22374660,53,624235,-111,-4224315,6987,,
,,,,,,,,,,,,,,,
-57,966,4,-157,1575,525,93319,1514,22374680,53,624233,-111,-4224317,6987,,
,,,,,,,,,,,,,,,
-54,969,5,-166,1478,551,93309,1513,22374700,53,624235,-111,-4224317,6986,,
,,,,,,,,,,,,,,,
-58,966,8,-52,1513,481,93314,1513,22374720,53,624235,-111,-4224317,6986,,
,,,,,,,,,,,,,,,
-57,969,8,-323,1347,577,93310,1513,22374760,53,624235,-111,-4224320,6985,,
,,,,,,,,,,,,,,,
-60,966,4,-306,1373,472,93313,1515,22374780,53,624235,-111,-4224321,6985,,
,,,,,,,,,,,,,,,
-57,969,9,-148,1478,463,93313,1515,22374800,53,624235,-111,-4224321,6985,,
,,,,,,,,,,,,,,,
-58,972,5,-157,1636,656,93323,1515,22374820,53,624235,-111,-4224322,6985,,
,,,,,,,,,,,,,,,
-58,969,6,-52,1531,481,93310,1515,22374860,53,624235,-111,-4224323,6984,,
,,,,,,,,,,,,,,,
-56,966,5,-192,1548,560,93328,1516,22374880,53,624235,-111,-4224324,6984,,
,,,,,,,,,,,,,,,
-57,970,5,-201,1513,542,93320,1516,22374900,53,624236,-111,-4224324,6984,,
,,,,,,,,,,,,,,,
-56,969,7,-192,1627,516,93318,1517,22374920,53,624236,-111,-4224325,6984,,
,,,,,,,,,,,,,,,
-57,969,5,-288,1522,542,93309,1517,22374960,53,624236,-111,-4224327,6983,,
,,,,,,,,,,,,,,,
-57,968,5,-148,1583,472,93334,1517,22374980,53,624235,-111,-4224328,6983,,
,,,,,,,,,,,,,,,
-52,968,5,0,1522,516,93309,1517,22375000,53,624235,-111,-4224329,6983,,
,,,,,,,,,,,,,,,
-57,967,6,-78,1496,490,93309,1519,22375020,53,624235,-111,-4224328,6982,,
,,,,,,,,,,,,,,,
-60,968,5,-183,1365,490,93318,1519,22375060,53,624236,-111,-4224330,6982,,
,,,,,,,,,,,,,,,
-57,967,4,-175,1435,498,93310,1518,22375080,53,624236,-111,-4224330,6982,,
,,,,,,,,,,,,,,,
-54,969,5,-148,1557,472,93309,1519,22375100,53,624236,-111,-4224330,6981,,
,,,,,,,,,,,,,,,
-54,967,8,-148,1566,498,93322,1519,22375120,53,624236,-111,-4224331,6981,,
,,,,,,,,,,,,,,,
-56,969,7,-253,1408,568,93302,1520,22375160,53,624237,-111,-4224332,6981,,
,,,,,,,,,,,,,,,
-55,966,5,-175,1522,542,93312,1521,22375180,53,624237,-111,-4224332,6980,,
,,,,,,,,,,,,,,,
-58,969,5,-157,1548,376,93320,1521,22375200,53,624237,-111,-4224331,6980,,
,,,,,,,,,,,,,,,
-57,967,6,-131,1548,463,93313,1521,22375220,53,624237,-111,-4224330,6979,,
,,,,,,,,,,,,,,,
-61,969,8,-87,1566,481,93309,1521,22375260,53,624237,-111,-4224331,6978,,
,,,,,,,,,,,,,,,
-57,969,5,-122,1531,437,93311,1522,22375280,53,624237,-111,-4224331,6978,,
,,,,,,,,,,,,,,,
-55,965,5,-166,1303,525,93300,1523,22375300,53,624237,-111,-4224331,6978,,
,,,,,,,,,,,,,,,
-58,966,5,-271,1662,577,93319,1522,22375320,53,624237,-111,-4224332,6978,,
,,,,,,,,,,,,,,,
-57,967,6,-113,1400,481,93305,1523,22375360,53,624237,-111,-4224332,6977,,
,,,,,,,,,,,,,,,
-56,969,7,-253,1382,481,93316,1525,22375380,53,624237,-111,-4224334,6976,,
,,,,,,,,,,,,,,,
-57,968,3,-157,1618,577,93318,1524,22375400,53,624239,-111,-4224334,6976,,
,,,,,,,,,,,,,,,
